time,pos_x,pos_y,pos_z,vx,vy,speed,yaw,yaw_rate,acceleration,steer_deg,steer_norm,steer_sin,steer_cos,throttle_norm,brake_norm
802.4371185639969,8.989397206906908,16.02495493955773,0.0,1.8352931603186786,8.783104812642571e-06,1.8352931603406717,0.6012298409527187,2.9986011553624485,0.11303807868572324,42.459678649902344,0.9874343872070312,0.6750711885778216,0.7377525942700082,0.66,0.0
802.4421185639969,8.996980259033663,16.030127186149222,0.0,1.8358259691106666,6.3376546821936335e-06,1.8358259691229981,0.6164337558753422,2.9992734115423447,0.13938461208558017,42.459678649902344,0.9874343872070312,0.6750711885778216,0.7377525942700082,0.66,0.0
802.4471185639969,9.00451195504986,16.035378810136624,0.0,1.8366870064497334,6.019339982391833e-06,1.8366870064615275,0.6315603070000245,2.999692527237995,0.22655110225917596,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4521185639969,9.011958622580527,16.04076185645501,0.0,1.8380914801192267,9.222847753669308e-06,1.8380914801455899,0.6465587696362585,2.999692527237995,0.24632433624778294,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4571185639969,9.019350015627406,16.046176388413155,0.0,1.8391502497885135,1.112445589491171e-05,1.8391502498240053,0.6616142933767062,2.999906644196481,0.026799622387740918,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4621185639969,9.026445685916524,16.05175937097602,0.0,1.8383594763539515,6.060800454610031e-06,1.8383594763694673,0.6769750984321913,3.001266303421609,-0.12387797997728267,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4671185639969,9.033535793943738,16.05742689021638,0.0,1.837911470020539,3.3037995736047176e-06,1.8379114700242325,0.6922889204624435,3.0023860016035524,-0.014951608312552267,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4721185639969,9.040613788178439,16.06327851797018,0.0,1.8382099602767132,5.570354792631891e-06,1.8382099602863418,0.7075004203387106,3.0029830997466647,0.057364898465839254,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4771185639969,9.047593193629142,16.069236860494883,0.0,1.8384851189898193,7.902474891440906e-06,1.838485119008891,0.7227082839642359,3.00354618923475,0.05074727229199549,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4821185639969,9.054391556202264,16.075391168000802,0.0,1.8387174329743046,1.0354994634329839e-05,1.8387174330092617,0.737909470184166,3.004046827148541,0.046462800074165145,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.4871185639969,9.061189918775387,16.081545475506722,0.0,1.8389497469587899,1.2807514377218771e-05,1.8389497470096325,0.7531106564040961,3.0045474650623323,0.04646280007418735,42.323585510253906,0.9842694304710211,0.6733169217810384,0.7393539902126092,0.66,0.0
802.4921185639969,9.06798828134851,16.087699783012642,0.0,1.8391820609432752,1.5260034120107706e-05,1.8391820610100036,0.7683118426240262,3.005048102976123,0.0892208845839404,42.323585510253906,0.9842694304710211,0.6733169217810384,0.7393539902126092,0.66,0.0
802.4971185639969,9.074696248631845,16.093968363228054,0.0,1.8398419557657355,1.7982728679577596e-05,1.839841955855472,0.7834475911128701,3.0053608738096314,0.20316484003606305,42.36894989013672,0.9853244160496911,0.6739020999581535,0.7388206546056971,0.66,0.0
802.5021185639969,9.081253721160646,16.10042719056149,0.0,1.8412137092857614,2.1155224249675785e-05,1.8412137094103642,0.7984743954819462,3.0053608738096314,0.17843597857263305,42.323585510253906,0.9842694304710211,0.6733169217810384,0.7393539902126092,0.66,0.0
802.5071185639969,9.08772397975296,16.106889160481618,0.0,1.8416263154707042,2.483982732750021e-05,1.8416263156411983,0.8135219271575281,3.0052427876862167,-0.36664930504046733,42.323585510253906,0.9842694304710211,0.6733169217810384,0.7393539902126092,0.66,0.0
802.5121185639969,9.09378581379003,16.11336584719615,0.0,1.8375472160919446,3.0922639791444026e-05,1.8375472163599595,0.8286665252112844,3.0045717019576963,-0.6246358136497099,42.23286437988281,0.9821596367414608,0.6721453981192128,0.7404191811313136,0.66,0.0
802.5171185639969,9.0998748782976,16.11996649290982,0.0,1.8353799571501062,3.5984729026029946e-05,1.8353799575047012,0.843767420239036,3.004137305078211,-0.08257021558093491,42.1875,0.9811046511627907,0.6715589548470184,0.7409511253549591,0.66,0.0
802.5221185639969,9.10601391909877,16.126794641535568,0.0,1.8367215137830546,3.917347700495878e-05,1.8367215142041502,0.858788106764368,3.004137305078211,0.20170568315018844,42.1875,0.9811046511627907,0.6715589548470184,0.7409511253549591,0.66,0.0
802.5271185639969,9.112099547262284,16.13360953835598,0.0,1.8373970137857853,4.4102251557601205e-05,1.837397014336203,0.8737681266547874,3.003624116799648,-0.5459315708736145,41.73387145996094,0.9705551502316497,0.6656716273595884,0.746244788610572,0.66,0.0
802.5321185639968,9.117639040221677,16.140288937703676,0.0,1.8312621971733327,6.682250411406837e-05,1.831262198495414,0.8883323370676566,2.997863664997751,-1.0673865119837922,41.73387145996094,0.9705551502316497,0.6656716273595884,0.746244788610572,0.66,0.0
802.5371185639968,9.12321464550762,16.14710074303764,0.0,1.8267231467378993,9.225987527744403e-05,1.8267231492163651,0.9027472532922048,2.990785241115009,-0.6003177548230765,40.871978759765625,0.9505111339480378,0.6543710755392397,0.7561735882042024,0.66,0.0
802.5421185639968,9.128859836505077,16.154167684654535,0.0,1.8252590165710052,0.00012293292770586246,1.8252590209471833,0.9168744909506484,2.9811671850962314,-0.3000987352599127,38.01411437988281,0.8840491716251817,0.6158555771040417,0.7878590661722741,0.66,0.0
802.5471185639968,9.13445004296693,16.16126047843213,0.0,1.8237221535959232,0.0001659593501528367,1.823722161863766,0.930422394163747,2.9660156450855273,-0.3227932290371882,38.01411437988281,0.8840491716251817,0.6158555771040417,0.7878590661722741,0.66,0.0
802.5521185639968,9.139923663466488,16.168408087604618,0.0,1.822031072269445,0.0002351791288845354,1.8220310886568114,0.9427419108303291,2.9391312323867536,-0.3327076311774979,28.079635620117188,0.6530147818631904,0.4706983211112233,0.8822942199193394,0.66,0.0
802.5571185639968,9.14536065881481,16.17557300310214,0.0,1.8203950531062545,0.00032769584132796387,1.820395085551991,0.9542823481129477,2.9056025890123043,-0.31479074227305226,28.079635620117188,0.6530147818631904,0.4706983211112233,0.8822942199193394,0.66,0.0
