time,pos_x,pos_y,pos_z,vx,vy,speed,yaw,yaw_rate,acceleration,steer_deg,steer_norm,steer_sin,steer_cos,throttle_norm,brake_norm
1607.231356603,-10.951600524041035,12.602133085474373,0.0,1.4142685042902752,-0.002536649769493958,1.414270779419948,2.871918011167739,-2.3245121615811275,-0.01383535235275346,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.236356603,-10.958463858796964,12.604079783696767,0.0,1.4141992784155037,-0.002563933365788094,1.4142016026581843,2.859646437573324,-2.326178226361971,0.0016865157545176146,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2413566030002,-10.965257835627563,12.606130483179887,0.0,1.4142852838308577,-0.0025840191622967914,1.4142876445774932,2.847431212210799,-2.3276641978685992,0.015709174292166672,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2463566030003,-10.972030479188344,12.60822096707558,0.0,1.4143562995450591,-0.002602741836894293,1.414358694401106,2.835216883378709,-2.329137410939054,0.0071451497675179,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2513566030004,-10.978702592705371,12.610498929438995,0.0,1.4143566783936607,-0.0026150409905520144,1.4143590960751684,2.8230067793206257,-2.3305505016673704,8.033481251334962e-05,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2563566030005,-10.985374706222398,12.61277689180241,0.0,1.4143570572422623,-0.002627340144209736,1.414359497749231,2.8107966752625426,-2.3319635923956867,8.033481251334962e-05,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2613566030006,-10.992046819739425,12.615054854165825,0.0,1.414357436090864,-0.002639639297867457,1.4143598994232935,2.7985865712044595,-2.333376683124003,0.05609368848786822,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2663566030008,-10.998713151111073,12.617372341290759,0.0,1.4149179516070751,-0.0026507665464190425,1.4149204346341098,2.7864937042765408,-2.3344816689194454,0.31299301821365866,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2713566030009,-11.005358745429112,12.619831579797728,0.0,1.4174873381122743,-0.0026576908811003232,1.4174898296054301,2.7748212959317473,-2.3344816689194454,0.5108026559866863,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.276356603001,-11.012002784385462,12.622291439057808,0.0,1.420025961172269,-0.0026646191314469245,1.4200284611939766,2.7631458116117567,-2.33448503825961,-0.4019489768623652,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.281356603001,-11.018186901845914,12.624934855429961,0.0,1.4134678128258276,-0.002672705246658496,1.4134703398368065,2.750560759360299,-2.3354847237491336,-1.2231790677221799,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2863566030012,-11.024393946644038,12.627598721610013,0.0,1.4077941191248027,-0.00268023504168708,1.4077966705167548,2.738061380701896,-2.3363887802116166,-0.6944042442943665,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2913566030013,-11.030715136533741,12.630364398354772,0.0,1.4065237346065018,-0.002684995164146271,1.4065262973938628,2.7259885330374396,-2.336816741969768,-0.25019700953390345,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.2963566030014,-11.037014097409854,12.633165330425458,0.0,1.405292126650455,-0.0026895698560655437,1.4052947004214158,2.71392353408917,-2.3372056277317905,-0.22731306919752114,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.3013566030015,-11.0432041016571,12.636139068250506,0.0,1.4042505839658295,-0.002693235650861125,1.4042531667018876,2.701897006018297,-2.337402980532181,-0.20830674390563964,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.3063566030016,-11.049394105904346,12.639112806075554,0.0,1.403209041281204,-0.002696901445656706,1.4032116329823594,2.689870477947424,-2.3376003333325714,-0.20830674390563964,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.3113566030017,-11.055584110151594,12.6420865439006,0.0,1.4021674985965784,-0.002700567240452287,1.4021700992628312,2.677843949876551,-2.337797686132962,-0.20431379014627105,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.3163566030019,-11.061750762326328,12.645098028279982,0.0,1.4011658847948587,-0.002704602835745738,1.4011684950808967,2.6658563559983115,-2.3376432958559827,-0.1829789627771916,-43.0,-1.0,-0.6819983600624985,0.7313537016191705,0.53,0.0
1607.321356603002,-11.06781599366966,12.648273450439243,0.0,1.400337686885849,-0.0027102445186328247,1.4003403096350593,2.654037857954493,-2.3359612435126604,-0.10470101973503176,-42.36894989013672,-0.9853244160496911,-0.6739020999581535,0.7388206546056971,0.53,0.0
1607.326356603002,-11.07389823596326,12.651482623719756,0.0,1.4001188503420194,-0.0027161273219427308,1.4001214848835464,2.6422465540941174,-2.3345935035078274,0.22140026815695713,-41.370967864990234,-0.9621155317439589,-0.6609316944052817,0.7504460642381725,0.53,0.0
1607.3313566030022,-11.080054501940799,12.654838666063593,0.0,1.4025516689020348,-0.0027230593683394916,1.4025543123166289,2.630573586576413,-2.3345935035078274,0.4833478828015547,-41.370967864990234,-0.9621155317439589,-0.6609316944052817,0.7504460642381725,0.53,0.0
